contamination,threshold,precision,recall,f1,predicted_positives
0.228,0.13357736769650302,0.06521739130434782,0.21428571428571427,0.1,46
0.229,0.13408596747278476,0.06521739130434782,0.21428571428571427,0.1,46
0.23,0.13459456724906646,0.06521739130434782,0.21428571428571427,0.1,46
0.231,0.1351031670253482,0.06521739130434782,0.21428571428571427,0.1,46
0.232,0.13550203160917942,0.06382978723404255,0.21428571428571427,0.09836065573770492,47
0.233,0.1358806474372609,0.06382978723404255,0.21428571428571427,0.09836065573770492,47
0.234,0.13625926326534232,0.06382978723404255,0.21428571428571427,0.09836065573770492,47
0.23500000000000001,0.1366378790934238,0.06382978723404255,0.21428571428571427,0.09836065573770492,47
0.23600000000000002,0.13701649492150522,0.06382978723404255,0.21428571428571427,0.09836065573770492,47
0.23700000000000002,0.13716446947620142,0.0625,0.21428571428571427,0.0967741935483871,48
0.23800000000000002,0.13726150485395364,0.0625,0.21428571428571427,0.0967741935483871,48
0.23900000000000002,0.13735854023170585,0.0625,0.21428571428571427,0.0967741935483871,48
0.24000000000000002,0.13745557560945806,0.0625,0.21428571428571427,0.0967741935483871,48
0.241,0.13755261098721028,0.0625,0.21428571428571427,0.0967741935483871,48
0.242,0.13759293723984775,0.061224489795918366,0.21428571428571427,0.09523809523809523,49
0.243,0.1376185478334365,0.061224489795918366,0.21428571428571427,0.09523809523809523,49
0.244,0.1376441584270252,0.061224489795918366,0.21428571428571427,0.09523809523809523,49
0.245,0.13766976902061392,0.061224489795918366,0.21428571428571427,0.09523809523809523,49
0.246,0.13769537961420264,0.061224489795918366,0.21428571428571427,0.09523809523809523,49
0.247,0.13812854147347112,0.06,0.21428571428571427,0.09375,50
0.248,0.13868423508581973,0.06,0.21428571428571427,0.09375,50
0.249,0.1392399286981684,0.06,0.21428571428571427,0.09375,50
0.25,0.139795622310517,0.06,0.21428571428571427,0.09375,50
0.251,0.14035131592286565,0.06,0.21428571428571427,0.09375,50
0.252,0.14058952654306311,0.058823529411764705,0.21428571428571427,0.09230769230769231,51
0.253,0.14071833424028957,0.058823529411764705,0.21428571428571427,0.09230769230769231,51
0.254,0.14084714193751602,0.058823529411764705,0.21428571428571427,0.09230769230769231,51
0.255,0.14097594963474247,0.058823529411764705,0.21428571428571427,0.09230769230769231,51
0.256,0.14110475733196892,0.058823529411764705,0.21428571428571427,0.09230769230769231,51
0.257,0.1412155441072926,0.057692307692307696,0.21428571428571427,0.09090909090909091,52
0.258,0.1413192737383746,0.057692307692307696,0.21428571428571427,0.09090909090909091,52
0.259,0.14142300336945665,0.057692307692307696,0.21428571428571427,0.09090909090909091,52
0.26,0.14152673300053867,0.057692307692307696,0.21428571428571427,0.09090909090909091,52
0.261,0.14163046263162068,0.057692307692307696,0.21428571428571427,0.09090909090909091,52
0.262,0.14173483139301296,0.05660377358490566,0.21428571428571427,0.08955223880597014,53
0.263,0.1418394826685279,0.05660377358490566,0.21428571428571427,0.08955223880597014,53
0.264,0.1419441339440428,0.05660377358490566,0.21428571428571427,0.08955223880597014,53
0.265,0.14204878521955772,0.05660377358490566,0.21428571428571427,0.08955223880597014,53
0.266,0.14215343649507262,0.05660377358490566,0.21428571428571427,0.08955223880597014,53
0.267,0.1425886632904952,0.05555555555555555,0.21428571428571427,0.08823529411764706,54
