fold,contamination,threshold,precision,recall,f1,predicted_positives
3,0.001,-0.1049487284391056,1.0,0.07692307692307693,0.14285714285714285,1
3,0.002,-0.10371804021419678,1.0,0.07692307692307693,0.14285714285714285,1
3,0.003,-0.10248735198928796,1.0,0.07692307692307693,0.14285714285714285,1
3,0.004,-0.10125666376437914,1.0,0.07692307692307693,0.14285714285714285,1
3,0.005,-0.10002597553947032,1.0,0.07692307692307693,0.14285714285714285,1
3,0.006,-0.09893108223239662,0.5,0.07692307692307693,0.13333333333333333,2
3,0.007,-0.0980288709033322,0.5,0.07692307692307693,0.13333333333333333,2
3,0.008,-0.09712665957426779,0.5,0.07692307692307693,0.13333333333333333,2
3,0.009000000000000001,-0.09622444824520336,0.5,0.07692307692307693,0.13333333333333333,2
3,0.010000000000000002,-0.09532223691613895,0.5,0.07692307692307693,0.13333333333333333,2
3,0.011,-0.09442002558707453,0.5,0.07692307692307693,0.13333333333333333,2
3,0.012,-0.08798334508623162,0.6666666666666666,0.15384615384615385,0.25,3
3,0.013000000000000001,-0.08038741766427294,0.6666666666666666,0.15384615384615385,0.25,3
3,0.014000000000000002,-0.0727914902423143,0.6666666666666666,0.15384615384615385,0.25,3
3,0.015,-0.06519556282035563,0.6666666666666666,0.15384615384615385,0.25,3
3,0.016,-0.05759963539839698,0.6666666666666666,0.15384615384615385,0.25,3
3,0.017,-0.051664115001269266,0.5,0.15384615384615385,0.23529411764705882,4
3,0.018000000000000002,-0.050980114496630154,0.5,0.15384615384615385,0.23529411764705882,4
3,0.019000000000000003,-0.05029611399199104,0.5,0.15384615384615385,0.23529411764705882,4
3,0.02,-0.049612113487351936,0.5,0.15384615384615385,0.23529411764705882,4
3,0.021,-0.048928112982712824,0.5,0.15384615384615385,0.23529411764705882,4
3,0.022000000000000002,-0.04824411247807371,0.5,0.15384615384615385,0.23529411764705882,4
3,0.023,-0.0467169426409008,0.4,0.15384615384615385,0.2222222222222222,5
3,0.024,-0.0447429651232399,0.4,0.15384615384615385,0.2222222222222222,5
3,0.025,-0.04276898760557899,0.4,0.15384615384615385,0.2222222222222222,5
3,0.026000000000000002,-0.04079501008791808,0.4,0.15384615384615385,0.2222222222222222,5
3,0.027000000000000003,-0.03882103257025719,0.4,0.15384615384615385,0.2222222222222222,5
3,0.028,-0.03692783880119843,0.3333333333333333,0.15384615384615385,0.21052631578947367,6
3,0.029,-0.03615888553351952,0.3333333333333333,0.15384615384615385,0.21052631578947367,6
3,0.030000000000000002,-0.03538993226584061,0.3333333333333333,0.15384615384615385,0.21052631578947367,6
3,0.031,-0.03462097899816171,0.3333333333333333,0.15384615384615385,0.21052631578947367,6
3,0.032,-0.0338520257304828,0.3333333333333333,0.15384615384615385,0.21052631578947367,6
3,0.033,-0.03308307246280389,0.3333333333333333,0.15384615384615385,0.21052631578947367,6
3,0.034,-0.032500828268624514,0.42857142857142855,0.23076923076923078,0.3,7
3,0.035,-0.03212049039811324,0.42857142857142855,0.23076923076923078,0.3,7
3,0.036000000000000004,-0.031740152527601956,0.42857142857142855,0.23076923076923078,0.3,7
3,0.037000000000000005,-0.03135981465709067,0.42857142857142855,0.23076923076923078,0.3,7
3,0.038,-0.030979476786579398,0.42857142857142855,0.23076923076923078,0.3,7
3,0.039,-0.030599138916068115,0.42857142857142855,0.23076923076923078,0.3,7
3,0.04,-0.022870685502225766,0.375,0.23076923076923078,0.2857142857142857,8
3,0.041,-0.014269643367612807,0.375,0.23076923076923078,0.2857142857142857,8
3,0.042,-0.005668601232999931,0.375,0.23076923076923078,0.2857142857142857,8
3,0.043000000000000003,0.002932440901613032,0.375,0.23076923076923078,0.2857142857142857,8
3,0.044000000000000004,0.011533483036225908,0.375,0.23076923076923078,0.2857142857142857,8
3,0.045,0.01753111352794319,0.3333333333333333,0.23076923076923078,0.2727272727272727,9
3,0.046,0.01765923413385962,0.3333333333333333,0.23076923076923078,0.2727272727272727,9
3,0.047,0.01778735473977605,0.3333333333333333,0.23076923076923078,0.2727272727272727,9
3,0.048,0.01791547534569248,0.3333333333333333,0.23076923076923078,0.2727272727272727,9
3,0.049,0.018043595951608912,0.3333333333333333,0.23076923076923078,0.2727272727272727,9
3,0.05,0.018171716557525343,0.3333333333333333,0.23076923076923078,0.2727272727272727,9
3,0.051000000000000004,0.018435270177429,0.3,0.23076923076923078,0.2608695652173913,10
3,0.052000000000000005,0.018751317213606775,0.3,0.23076923076923078,0.2608695652173913,10
3,0.053000000000000005,0.019067364249784547,0.3,0.23076923076923078,0.2608695652173913,10
3,0.054,0.019383411285962323,0.3,0.23076923076923078,0.2608695652173913,10
3,0.055,0.0196994583221401,0.3,0.23076923076923078,0.2608695652173913,10
3,0.056,0.020707824965216847,0.2727272727272727,0.23076923076923078,0.25,11
3,0.057,0.026187422402849284,0.2727272727272727,0.23076923076923078,0.25,11
3,0.058,0.03166701984048172,0.2727272727272727,0.23076923076923078,0.25,11
3,0.059000000000000004,0.037146617278114094,0.2727272727272727,0.23076923076923078,0.25,11
3,0.060000000000000005,0.04262621471574658,0.2727272727272727,0.23076923076923078,0.25,11
3,0.061,0.04810581215337896,0.2727272727272727,0.23076923076923078,0.25,11
3,0.062,0.05086543294980573,0.25,0.23076923076923078,0.24,12
3,0.063,0.05137690978768499,0.25,0.23076923076923078,0.24,12
3,0.064,0.051888386625564255,0.25,0.23076923076923078,0.24,12
3,0.065,0.05239986346344352,0.25,0.23076923076923078,0.24,12
3,0.066,0.05291134030132279,0.25,0.23076923076923078,0.24,12
3,0.067,0.05342281713920205,0.25,0.23076923076923078,0.24,12
3,0.068,0.054372973586251046,0.23076923076923078,0.23076923076923078,0.23076923076923078,13
3,0.069,0.05534098327320811,0.23076923076923078,0.23076923076923078,0.23076923076923078,13
3,0.07,0.05630899296016518,0.23076923076923078,0.23076923076923078,0.23076923076923078,13
3,0.07100000000000001,0.057277002647122245,0.23076923076923078,0.23076923076923078,0.23076923076923078,13
3,0.07200000000000001,0.05824501233407931,0.23076923076923078,0.23076923076923078,0.23076923076923078,13
3,0.07300000000000001,0.05895399691197412,0.21428571428571427,0.23076923076923078,0.2222222222222222,14
3,0.074,0.05922998429263054,0.21428571428571427,0.23076923076923078,0.2222222222222222,14
3,0.075,0.059505971673286966,0.21428571428571427,0.23076923076923078,0.2222222222222222,14
3,0.076,0.05978195905394339,0.21428571428571427,0.23076923076923078,0.2222222222222222,14
3,0.077,0.060057946434599815,0.21428571428571427,0.23076923076923078,0.2222222222222222,14
3,0.078,0.060333933815256244,0.21428571428571427,0.23076923076923078,0.2222222222222222,14
3,0.079,0.06109616945037468,0.26666666666666666,0.3076923076923077,0.2857142857142857,15
3,0.08,0.06198945071435523,0.26666666666666666,0.3076923076923077,0.2857142857142857,15
3,0.081,0.06288273197833577,0.26666666666666666,0.3076923076923077,0.2857142857142857,15
3,0.082,0.06377601324231633,0.26666666666666666,0.3076923076923077,0.2857142857142857,15
3,0.083,0.06466929450629687,0.26666666666666666,0.3076923076923077,0.2857142857142857,15
3,0.084,0.06553638061136671,0.25,0.3076923076923077,0.27586206896551724,16
3,0.085,0.06629941372409688,0.25,0.3076923076923077,0.27586206896551724,16
3,0.08600000000000001,0.06706244683682706,0.25,0.3076923076923077,0.27586206896551724,16
3,0.08700000000000001,0.06782547994955722,0.25,0.3076923076923077,0.27586206896551724,16
3,0.08800000000000001,0.06858851306228739,0.25,0.3076923076923077,0.27586206896551724,16
3,0.089,0.06935154617501756,0.25,0.3076923076923077,0.27586206896551724,16
3,0.09,0.06976783936253775,0.29411764705882354,0.38461538461538464,0.3333333333333333,17
3,0.091,0.06996663205151715,0.29411764705882354,0.38461538461538464,0.3333333333333333,17
3,0.092,0.07016542474049656,0.29411764705882354,0.38461538461538464,0.3333333333333333,17
3,0.093,0.07036421742947596,0.29411764705882354,0.38461538461538464,0.3333333333333333,17
3,0.094,0.07056301011845537,0.29411764705882354,0.38461538461538464,0.3333333333333333,17
3,0.095,0.070816453672307,0.2777777777777778,0.38461538461538464,0.3225806451612903,18
3,0.096,0.07297174732371293,0.2777777777777778,0.38461538461538464,0.3225806451612903,18
3,0.097,0.07512704097511887,0.2777777777777778,0.38461538461538464,0.3225806451612903,18
3,0.098,0.07728233462652476,0.2777777777777778,0.38461538461538464,0.3225806451612903,18
3,0.099,0.07943762827793065,0.2777777777777778,0.38461538461538464,0.3225806451612903,18
3,0.1,0.08159292192933658,0.2777777777777778,0.38461538461538464,0.3225806451612903,18
3,0.101,0.08320279310564428,0.2631578947368421,0.38461538461538464,0.3125,19
3,0.10200000000000001,0.08412225608562514,0.2631578947368421,0.38461538461538464,0.3125,19
3,0.10300000000000001,0.085041719065606,0.2631578947368421,0.38461538461538464,0.3125,19
3,0.10400000000000001,0.08596118204558686,0.2631578947368421,0.38461538461538464,0.3125,19
3,0.10500000000000001,0.08688064502556775,0.2631578947368421,0.38461538461538464,0.3125,19
3,0.106,0.08780010800554858,0.2631578947368421,0.38461538461538464,0.3125,19
3,0.107,0.08821731435148633,0.25,0.38461538461538464,0.30303030303030304,20
3,0.108,0.08854916989686773,0.25,0.38461538461538464,0.30303030303030304,20
3,0.109,0.08888102544224914,0.25,0.38461538461538464,0.30303030303030304,20
3,0.11,0.08921288098763054,0.25,0.38461538461538464,0.30303030303030304,20
3,0.111,0.08954473653301194,0.25,0.38461538461538464,0.30303030303030304,20
3,0.112,0.09005964985373575,0.23809523809523808,0.38461538461538464,0.29411764705882354,21
3,0.113,0.09107415835299817,0.23809523809523808,0.38461538461538464,0.29411764705882354,21
3,0.114,0.09208866685226062,0.23809523809523808,0.38461538461538464,0.29411764705882354,21
