contamination,precision,recall,f1,pred_positives
0.001,0.0,0.0,0.0,1
0.003507537688442211,0.0,0.0,0.0,1
0.006015075376884422,0.0,0.0,0.0,2
0.008522613065326633,0.0,0.0,0.0,2
0.011030150753768845,0.0,0.0,0.0,2
0.013537688442211055,0.0,0.0,0.0,3
0.016045226130653265,0.0,0.0,0.0,3
0.01855276381909548,0.0,0.0,0.0,4
0.02106030150753769,0.0,0.0,0.0,4
0.0235678391959799,0.2,0.07692307692307693,0.1111111111111111,5
0.02607537688442211,0.2,0.07692307692307693,0.1111111111111111,5
0.028582914572864323,0.16666666666666666,0.07692307692307693,0.10526315789473684,6
0.031090452261306533,0.16666666666666666,0.07692307692307693,0.10526315789473684,6
0.03359798994974875,0.14285714285714285,0.07692307692307693,0.1,7
0.03610552763819096,0.14285714285714285,0.07692307692307693,0.1,7
0.03861306532663317,0.14285714285714285,0.07692307692307693,0.1,7
0.04112060301507538,0.125,0.07692307692307693,0.09523809523809523,8
0.04362814070351759,0.125,0.07692307692307693,0.09523809523809523,8
0.0461356783919598,0.1111111111111111,0.07692307692307693,0.09090909090909091,9
0.04864321608040201,0.1111111111111111,0.07692307692307693,0.09090909090909091,9
0.05115075376884422,0.1,0.07692307692307693,0.08695652173913043,10
0.053658291457286435,0.1,0.07692307692307693,0.08695652173913043,10
0.056165829145728645,0.16666666666666666,0.15384615384615385,0.16,12
0.058673366834170855,0.16666666666666666,0.15384615384615385,0.16,12
0.061180904522613065,0.16666666666666666,0.15384615384615385,0.16,12
0.06368844221105528,0.16666666666666666,0.15384615384615385,0.16,12
0.06619597989949749,0.16666666666666666,0.15384615384615385,0.16,12
0.0687035175879397,0.14285714285714285,0.15384615384615385,0.14814814814814814,14
0.07121105527638191,0.14285714285714285,0.15384615384615385,0.14814814814814814,14
0.07371859296482412,0.14285714285714285,0.15384615384615385,0.14814814814814814,14
0.07622613065326633,0.14285714285714285,0.15384615384615385,0.14814814814814814,14
0.07873366834170854,0.125,0.15384615384615385,0.13793103448275862,16
0.08124120603015075,0.125,0.15384615384615385,0.13793103448275862,16
0.08374874371859296,0.125,0.15384615384615385,0.13793103448275862,16
0.08625628140703517,0.125,0.15384615384615385,0.13793103448275862,16
0.08876381909547738,0.125,0.15384615384615385,0.13793103448275862,16
0.0912713567839196,0.11764705882352941,0.15384615384615385,0.13333333333333333,17
0.0937788944723618,0.11764705882352941,0.15384615384615385,0.13333333333333333,17
0.09628643216080401,0.1111111111111111,0.15384615384615385,0.12903225806451613,18
0.09879396984924622,0.10526315789473684,0.15384615384615385,0.125,19
0.10130150753768843,0.10526315789473684,0.15384615384615385,0.125,19
0.10380904522613066,0.10526315789473684,0.15384615384615385,0.125,19
0.10631658291457287,0.1,0.15384615384615385,0.12121212121212122,20
0.10882412060301508,0.1,0.15384615384615385,0.12121212121212122,20
0.11133165829145729,0.1,0.15384615384615385,0.12121212121212122,20
0.1138391959798995,0.09523809523809523,0.15384615384615385,0.11764705882352941,21
0.11634673366834171,0.09523809523809523,0.15384615384615385,0.11764705882352941,21
0.11885427135678392,0.09090909090909091,0.15384615384615385,0.11428571428571428,22
0.12136180904522613,0.09090909090909091,0.15384615384615385,0.11428571428571428,22
0.12386934673366834,0.08333333333333333,0.15384615384615385,0.10810810810810811,24
0.12637688442211056,0.08333333333333333,0.15384615384615385,0.10810810810810811,24
0.12888442211055276,0.08333333333333333,0.15384615384615385,0.10810810810810811,24
0.13139195979899498,0.08333333333333333,0.15384615384615385,0.10810810810810811,24
0.13389949748743718,0.08333333333333333,0.15384615384615385,0.10810810810810811,24
0.1364070351758794,0.08,0.15384615384615385,0.10526315789473684,25
0.1389145728643216,0.08,0.15384615384615385,0.10526315789473684,25
0.14142211055276382,0.07692307692307693,0.15384615384615385,0.10256410256410256,26
0.14392964824120602,0.07692307692307693,0.15384615384615385,0.10256410256410256,26
0.14643718592964824,0.07407407407407407,0.15384615384615385,0.1,27
0.14894472361809044,0.07407407407407407,0.15384615384615385,0.1,27
0.15145226130653267,0.07142857142857142,0.15384615384615385,0.0975609756097561,28
0.15395979899497486,0.07142857142857142,0.15384615384615385,0.0975609756097561,28
0.15646733668341709,0.06896551724137931,0.15384615384615385,0.09523809523809523,29
0.15897487437185928,0.06896551724137931,0.15384615384615385,0.09523809523809523,29
0.1614824120603015,0.06896551724137931,0.15384615384615385,0.09523809523809523,29
0.16398994974874373,0.06451612903225806,0.15384615384615385,0.09090909090909091,31
0.16649748743718593,0.06451612903225806,0.15384615384615385,0.09090909090909091,31
0.16900502512562815,0.06451612903225806,0.15384615384615385,0.09090909090909091,31
0.17151256281407035,0.0625,0.15384615384615385,0.08888888888888889,32
0.17402010050251257,0.0625,0.15384615384615385,0.08888888888888889,32
0.17652763819095477,0.0625,0.15384615384615385,0.08888888888888889,32
0.179035175879397,0.06060606060606061,0.15384615384615385,0.08695652173913043,33
0.1815427135678392,0.06060606060606061,0.15384615384615385,0.08695652173913043,33
0.1840502512562814,0.06060606060606061,0.15384615384615385,0.08695652173913043,33
0.1865577889447236,0.058823529411764705,0.15384615384615385,0.0851063829787234,34
0.18906532663316583,0.058823529411764705,0.15384615384615385,0.0851063829787234,34
0.19157286432160803,0.05714285714285714,0.15384615384615385,0.08333333333333333,35
0.19408040201005025,0.05714285714285714,0.15384615384615385,0.08333333333333333,35
0.19658793969849245,0.05555555555555555,0.15384615384615385,0.08163265306122448,36
0.19909547738693467,0.05555555555555555,0.15384615384615385,0.08163265306122448,36
0.20160301507537687,0.05405405405405406,0.15384615384615385,0.08,37
0.2041105527638191,0.05405405405405406,0.15384615384615385,0.08,37
0.20661809045226132,0.05405405405405406,0.15384615384615385,0.08,37
0.2091256281407035,0.05263157894736842,0.15384615384615385,0.0784313725490196,38
0.21163316582914574,0.05263157894736842,0.15384615384615385,0.0784313725490196,38
0.21414070351758793,0.04878048780487805,0.15384615384615385,0.07407407407407407,41
0.21664824120603016,0.04878048780487805,0.15384615384615385,0.07407407407407407,41
0.21915577889447235,0.04878048780487805,0.15384615384615385,0.07407407407407407,41
0.22166331658291458,0.04878048780487805,0.15384615384615385,0.07407407407407407,41
0.22417085427135677,0.04878048780487805,0.15384615384615385,0.07407407407407407,41
0.226678391959799,0.04878048780487805,0.15384615384615385,0.07407407407407407,41
0.2291859296482412,0.045454545454545456,0.15384615384615385,0.07017543859649122,44
0.23169346733668342,0.045454545454545456,0.15384615384615385,0.07017543859649122,44
0.2342010050251256,0.045454545454545456,0.15384615384615385,0.07017543859649122,44
0.23670854271356784,0.045454545454545456,0.15384615384615385,0.07017543859649122,44
0.23921608040201003,0.045454545454545456,0.15384615384615385,0.07017543859649122,44
0.24172361809045226,0.045454545454545456,0.15384615384615385,0.07017543859649122,44
0.24423115577889448,0.045454545454545456,0.15384615384615385,0.07017543859649122,44
0.24673869346733668,0.044444444444444446,0.15384615384615385,0.06896551724137931,45
0.2492462311557789,0.044444444444444446,0.15384615384615385,0.06896551724137931,45
0.2517537688442211,0.043478260869565216,0.15384615384615385,0.06779661016949153,46
0.2542613065326633,0.043478260869565216,0.15384615384615385,0.06779661016949153,46
0.2567688442211055,0.043478260869565216,0.15384615384615385,0.06779661016949153,46
0.2592763819095477,0.041666666666666664,0.15384615384615385,0.06557377049180328,48
0.26178391959798997,0.041666666666666664,0.15384615384615385,0.06557377049180328,48
0.26429145728643216,0.041666666666666664,0.15384615384615385,0.06557377049180328,48
0.26679899497487436,0.041666666666666664,0.15384615384615385,0.06557377049180328,48
0.26930653266331656,0.04081632653061224,0.15384615384615385,0.06451612903225806,49
0.2718140703517588,0.04081632653061224,0.15384615384615385,0.06451612903225806,49
0.274321608040201,0.06,0.23076923076923078,0.09523809523809523,50
0.2768291457286432,0.06,0.23076923076923078,0.09523809523809523,50
0.2793366834170854,0.058823529411764705,0.23076923076923078,0.09375,51
0.28184422110552765,0.058823529411764705,0.23076923076923078,0.09375,51
0.28435175879396984,0.058823529411764705,0.23076923076923078,0.09375,51
0.28685929648241204,0.05660377358490566,0.23076923076923078,0.09090909090909091,53
0.2893668341708543,0.05660377358490566,0.23076923076923078,0.09090909090909091,53
0.2918743718592965,0.05660377358490566,0.23076923076923078,0.09090909090909091,53
0.2943819095477387,0.05660377358490566,0.23076923076923078,0.09090909090909091,53
0.2968894472361809,0.05555555555555555,0.23076923076923078,0.08955223880597014,54
0.29939698492462313,0.05555555555555555,0.23076923076923078,0.08955223880597014,54
0.30190452261306533,0.05357142857142857,0.23076923076923078,0.08695652173913043,56
0.3044120603015075,0.05357142857142857,0.23076923076923078,0.08695652173913043,56
0.3069195979899497,0.05357142857142857,0.23076923076923078,0.08695652173913043,56
0.309427135678392,0.05357142857142857,0.23076923076923078,0.08695652173913043,56
0.31193467336683417,0.05357142857142857,0.23076923076923078,0.08695652173913043,56
0.31444221105527637,0.05263157894736842,0.23076923076923078,0.08571428571428572,57
0.31694974874371856,0.05263157894736842,0.23076923076923078,0.08571428571428572,57
0.3194572864321608,0.06896551724137931,0.3076923076923077,0.11267605633802817,58
0.321964824120603,0.06896551724137931,0.3076923076923077,0.11267605633802817,58
0.3244723618090452,0.06779661016949153,0.3076923076923077,0.1111111111111111,59
0.32697989949748746,0.06779661016949153,0.3076923076923077,0.1111111111111111,59
0.32948743718592965,0.06779661016949153,0.3076923076923077,0.1111111111111111,59
0.33199497487437185,0.06666666666666667,0.3076923076923077,0.1095890410958904,60
0.33450251256281405,0.06666666666666667,0.3076923076923077,0.1095890410958904,60
0.3370100502512563,0.08064516129032258,0.38461538461538464,0.13333333333333333,62
0.3395175879396985,0.08064516129032258,0.38461538461538464,0.13333333333333333,62
0.3420251256281407,0.08064516129032258,0.38461538461538464,0.13333333333333333,62
0.3445326633165829,0.08064516129032258,0.38461538461538464,0.13333333333333333,62
0.34704020100502514,0.078125,0.38461538461538464,0.12987012987012986,64
0.34954773869346734,0.078125,0.38461538461538464,0.12987012987012986,64
0.35205527638190953,0.078125,0.38461538461538464,0.12987012987012986,64
0.35456281407035173,0.078125,0.38461538461538464,0.12987012987012986,64
0.357070351758794,0.078125,0.38461538461538464,0.12987012987012986,64
0.3595778894472362,0.07692307692307693,0.38461538461538464,0.1282051282051282,65
0.3620854271356784,0.07692307692307693,0.38461538461538464,0.1282051282051282,65
0.3645929648241206,0.07575757575757576,0.38461538461538464,0.12658227848101267,66
0.3671005025125628,0.07575757575757576,0.38461538461538464,0.12658227848101267,66
0.369608040201005,0.07462686567164178,0.38461538461538464,0.125,67
0.3721155778894472,0.07462686567164178,0.38461538461538464,0.125,67
0.37462311557788947,0.07352941176470588,0.38461538461538464,0.12345679012345678,68
0.37713065326633166,0.07352941176470588,0.38461538461538464,0.12345679012345678,68
0.37963819095477386,0.07352941176470588,0.38461538461538464,0.12345679012345678,68
0.38214572864321605,0.07246376811594203,0.38461538461538464,0.12195121951219512,69
0.3846532663316583,0.07246376811594203,0.38461538461538464,0.12195121951219512,69
0.3871608040201005,0.07142857142857142,0.38461538461538464,0.12048192771084337,70
0.3896683417085427,0.07142857142857142,0.38461538461538464,0.12048192771084337,70
0.3921758793969849,0.07042253521126761,0.38461538461538464,0.11904761904761904,71
