fold,contamination,threshold,precision,recall,f1,predicted_positives
2,0.001,-0.07224673413412377,0.0,0.0,0.0,1
2,0.002,-0.07030962264022739,0.0,0.0,0.0,1
2,0.003,-0.068372511146331,0.0,0.0,0.0,1
2,0.004,-0.0664353996524346,0.0,0.0,0.0,1
2,0.005,-0.06449828815853821,0.0,0.0,0.0,1
2,0.006,-0.06335418735132971,0.0,0.0,0.0,2
2,0.007,-0.06333530441036754,0.0,0.0,0.0,2
2,0.008,-0.06331642146940536,0.0,0.0,0.0,2
2,0.009000000000000001,-0.06329753852844319,0.0,0.0,0.0,2
2,0.010000000000000002,-0.06327865558748103,0.0,0.0,0.0,2
2,0.011,-0.06325977264651884,0.0,0.0,0.0,2
2,0.012,-0.06318678613542436,0.0,0.0,0.0,3
2,0.013000000000000001,-0.06310246711977514,0.0,0.0,0.0,3
2,0.014000000000000002,-0.06301814810412591,0.0,0.0,0.0,3
2,0.015,-0.0629338290884767,0.0,0.0,0.0,3
2,0.016,-0.06284951007282746,0.0,0.0,0.0,3
2,0.017,-0.06272028373999208,0.0,0.0,0.0,4
2,0.018000000000000002,-0.06244902496210277,0.0,0.0,0.0,4
2,0.019000000000000003,-0.06217776618421346,0.0,0.0,0.0,4
2,0.02,-0.061906507406324154,0.0,0.0,0.0,4
2,0.021,-0.06163524862843485,0.0,0.0,0.0,4
2,0.022000000000000002,-0.061363989850545544,0.0,0.0,0.0,4
2,0.023,-0.06021127593891909,0.2,0.08333333333333333,0.11764705882352941,5
2,0.024,-0.05859146614445757,0.2,0.08333333333333333,0.11764705882352941,5
2,0.025,-0.05697165634999605,0.2,0.08333333333333333,0.11764705882352941,5
2,0.026000000000000002,-0.05535184655553453,0.2,0.08333333333333333,0.11764705882352941,5
2,0.027000000000000003,-0.05373203676107302,0.2,0.08333333333333333,0.11764705882352941,5
2,0.028,-0.05219410567413019,0.3333333333333333,0.16666666666666666,0.2222222222222222,6
2,0.029,-0.051795653266822374,0.3333333333333333,0.16666666666666666,0.2222222222222222,6
2,0.030000000000000002,-0.05139720085951456,0.3333333333333333,0.16666666666666666,0.2222222222222222,6
